2023-09-04 21:40:02	Test-time adaptation benchmark: scenarios=Scenario(task='classification', model_name='resnet26', model_adaptation_method='rotta', model_selection_method='last_iterate', base_data_name='cifar10', src_data_name='cifar10', test_domains=[TestDomain(base_data_name='cifar10', data_name='cifar10_c_deterministic-snow-5', shift_type='synthetic', shift_property=SyntheticShiftProperty(shift_degree=5, shift_name='snow', version='deterministic', has_shift=True), domain_sampling_name='uniform', domain_sampling_value=None, domain_sampling_ratio=1.0)], test_case=TestCase(inter_domain=HeterogeneousNoMixture(has_mixture=False, non_iid_pattern='class_wise_over_domain', non_iid_ness=0.1), batch_size=64, data_wise='batch_wise', offline_pre_adapt=False, episodic=False, intra_domain_shuffle=True))
2023-09-04 21:40:29		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:40:30		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:40:30		initialize selection method=last_iterate.
2023-09-04 21:40:30		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:40:31		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:40:31		initialize selection method=last_iterate.
2023-09-04 21:40:31		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:40:32		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:40:32		initialize selection method=last_iterate.
2023-09-04 21:40:32		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:40:33		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:40:33		initialize selection method=last_iterate.
2023-09-04 21:40:33		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:40:35		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:40:35		initialize selection method=last_iterate.
2023-09-04 21:40:35		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:40:36		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:40:36		initialize selection method=last_iterate.
2023-09-04 21:40:36		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:40:37		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:40:37		initialize selection method=last_iterate.
2023-09-04 21:40:37		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:40:38		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:40:38		initialize selection method=last_iterate.
2023-09-04 21:40:38		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:40:39		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:40:39		initialize selection method=last_iterate.
2023-09-04 21:40:39		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:40:41		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:40:41		initialize selection method=last_iterate.
2023-09-04 21:40:41		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:40:42		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:40:42		initialize selection method=last_iterate.
2023-09-04 21:40:42		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:40:43		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:40:43		initialize selection method=last_iterate.
2023-09-04 21:40:43		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:40:44		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:40:44		initialize selection method=last_iterate.
2023-09-04 21:40:44		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:40:45		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:40:45		initialize selection method=last_iterate.
2023-09-04 21:40:45		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:40:46		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:40:46		initialize selection method=last_iterate.
2023-09-04 21:40:46		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:40:47		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:40:47		initialize selection method=last_iterate.
2023-09-04 21:40:47		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:40:48		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:40:48		initialize selection method=last_iterate.
2023-09-04 21:40:48		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:40:49		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:40:49		initialize selection method=last_iterate.
2023-09-04 21:40:49		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:40:50		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:40:50		initialize selection method=last_iterate.
2023-09-04 21:40:50		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:40:51		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:40:51		initialize selection method=last_iterate.
2023-09-04 21:40:51		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:40:52		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:40:52		initialize selection method=last_iterate.
2023-09-04 21:40:52		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:40:53		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:40:53		initialize selection method=last_iterate.
2023-09-04 21:40:53		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:40:54		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:40:54		initialize selection method=last_iterate.
2023-09-04 21:40:54		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:40:55		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:40:55		initialize selection method=last_iterate.
2023-09-04 21:40:55		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:40:56		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:40:56		initialize selection method=last_iterate.
2023-09-04 21:40:56		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:40:57		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:40:57		initialize selection method=last_iterate.
2023-09-04 21:40:57		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:40:58		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:40:58		initialize selection method=last_iterate.
2023-09-04 21:40:58		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:40:59		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:40:59		initialize selection method=last_iterate.
2023-09-04 21:40:59		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:41:00		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:41:00		initialize selection method=last_iterate.
2023-09-04 21:41:00		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:41:01		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:41:01		initialize selection method=last_iterate.
2023-09-04 21:41:01		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:41:02		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:41:02		initialize selection method=last_iterate.
2023-09-04 21:41:02		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:41:03		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:41:03		initialize selection method=last_iterate.
2023-09-04 21:41:03		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:41:04		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:41:04		initialize selection method=last_iterate.
2023-09-04 21:41:04		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:41:05		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:41:05		initialize selection method=last_iterate.
2023-09-04 21:41:05		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:41:06		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:41:06		initialize selection method=last_iterate.
2023-09-04 21:41:06		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:41:07		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:41:07		initialize selection method=last_iterate.
2023-09-04 21:41:07		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:41:09		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:41:09		initialize selection method=last_iterate.
2023-09-04 21:41:09		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:41:10		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:41:10		initialize selection method=last_iterate.
2023-09-04 21:41:10		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:41:11		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:41:11		initialize selection method=last_iterate.
2023-09-04 21:41:11		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:41:12		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:41:12		initialize selection method=last_iterate.
2023-09-04 21:41:12		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:41:14		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:41:14		initialize selection method=last_iterate.
2023-09-04 21:41:14		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:41:15		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:41:15		initialize selection method=last_iterate.
2023-09-04 21:41:15		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:41:17		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:41:17		initialize selection method=last_iterate.
2023-09-04 21:41:17		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:41:18		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:41:18		initialize selection method=last_iterate.
2023-09-04 21:41:18		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:41:20		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:41:20		initialize selection method=last_iterate.
2023-09-04 21:41:20		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:41:21		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:41:21		initialize selection method=last_iterate.
2023-09-04 21:41:21		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:41:23		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:41:23		initialize selection method=last_iterate.
2023-09-04 21:41:23		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:41:25		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:41:25		initialize selection method=last_iterate.
2023-09-04 21:41:25		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:41:26		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:41:26		initialize selection method=last_iterate.
2023-09-04 21:41:26		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:41:28		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:41:28		initialize selection method=last_iterate.
2023-09-04 21:41:28		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:41:29		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:41:29		initialize selection method=last_iterate.
2023-09-04 21:41:29		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:41:31		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:41:31		initialize selection method=last_iterate.
2023-09-04 21:41:31		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:41:32		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:41:32		initialize selection method=last_iterate.
2023-09-04 21:41:32		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:41:34		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:41:34		initialize selection method=last_iterate.
2023-09-04 21:41:34		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:41:35		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:41:35		initialize selection method=last_iterate.
2023-09-04 21:41:35		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:41:37		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:41:37		initialize selection method=last_iterate.
2023-09-04 21:41:37		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:41:39		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:41:39		initialize selection method=last_iterate.
2023-09-04 21:41:39		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:41:40		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:41:40		initialize selection method=last_iterate.
2023-09-04 21:41:40		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:41:42		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:41:42		initialize selection method=last_iterate.
2023-09-04 21:41:42		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:41:43		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:41:43		initialize selection method=last_iterate.
2023-09-04 21:41:43		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:41:45		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:41:45		initialize selection method=last_iterate.
2023-09-04 21:41:45		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:41:46		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:41:46		initialize selection method=last_iterate.
2023-09-04 21:41:46		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:41:48		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:41:48		initialize selection method=last_iterate.
2023-09-04 21:41:48		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:41:49		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:41:49		initialize selection method=last_iterate.
2023-09-04 21:41:49		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:41:51		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:41:51		initialize selection method=last_iterate.
2023-09-04 21:41:51		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:41:53		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:41:53		initialize selection method=last_iterate.
2023-09-04 21:41:53		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:41:54		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:41:54		initialize selection method=last_iterate.
2023-09-04 21:41:54		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:41:56		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:41:56		initialize selection method=last_iterate.
2023-09-04 21:41:56		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:41:57		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:41:57		initialize selection method=last_iterate.
2023-09-04 21:41:57		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:41:59		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:41:59		initialize selection method=last_iterate.
2023-09-04 21:41:59		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:42:00		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:42:00		initialize selection method=last_iterate.
2023-09-04 21:42:00		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:42:02		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:42:02		initialize selection method=last_iterate.
2023-09-04 21:42:02		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:42:03		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:42:03		initialize selection method=last_iterate.
2023-09-04 21:42:03		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:42:05		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:42:05		initialize selection method=last_iterate.
2023-09-04 21:42:05		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:42:06		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:42:06		initialize selection method=last_iterate.
2023-09-04 21:42:06		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:42:08		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:42:08		initialize selection method=last_iterate.
2023-09-04 21:42:08		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:42:10		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:42:10		initialize selection method=last_iterate.
2023-09-04 21:42:10		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:42:11		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:42:11		initialize selection method=last_iterate.
2023-09-04 21:42:11		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:42:13		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:42:13		initialize selection method=last_iterate.
2023-09-04 21:42:13		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:42:14		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:42:14		initialize selection method=last_iterate.
2023-09-04 21:42:14		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:42:16		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:42:16		initialize selection method=last_iterate.
2023-09-04 21:42:16		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:42:18		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:42:18		initialize selection method=last_iterate.
2023-09-04 21:42:18		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:42:19		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:42:19		initialize selection method=last_iterate.
2023-09-04 21:42:19		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:42:21		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:42:21		initialize selection method=last_iterate.
2023-09-04 21:42:21		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:42:22		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:42:22		initialize selection method=last_iterate.
2023-09-04 21:42:22		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:42:24		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:42:24		initialize selection method=last_iterate.
2023-09-04 21:42:24		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:42:25		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:42:25		initialize selection method=last_iterate.
2023-09-04 21:42:25		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:42:27		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:42:27		initialize selection method=last_iterate.
2023-09-04 21:42:27		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:42:28		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:42:28		initialize selection method=last_iterate.
2023-09-04 21:42:28		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:42:30		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:42:30		initialize selection method=last_iterate.
2023-09-04 21:42:30		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:42:31		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:42:32		initialize selection method=last_iterate.
2023-09-04 21:42:32		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:42:33		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:42:33		initialize selection method=last_iterate.
2023-09-04 21:42:33		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:42:35		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:42:35		initialize selection method=last_iterate.
2023-09-04 21:42:35		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:42:36		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:42:36		initialize selection method=last_iterate.
2023-09-04 21:42:36		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:42:38		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:42:38		initialize selection method=last_iterate.
2023-09-04 21:42:38		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:42:39		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:42:39		initialize selection method=last_iterate.
2023-09-04 21:42:39		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:42:41		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:42:41		initialize selection method=last_iterate.
2023-09-04 21:42:41		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:42:42		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:42:42		initialize selection method=last_iterate.
2023-09-04 21:42:42		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:42:44		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:42:44		initialize selection method=last_iterate.
2023-09-04 21:42:44		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:42:46		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:42:46		initialize selection method=last_iterate.
2023-09-04 21:42:46		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:42:47		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:42:47		initialize selection method=last_iterate.
2023-09-04 21:42:47		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:42:49		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:42:49		initialize selection method=last_iterate.
2023-09-04 21:42:49		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:42:50		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:42:50		initialize selection method=last_iterate.
2023-09-04 21:42:50		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:42:52		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:42:52		initialize selection method=last_iterate.
2023-09-04 21:42:52		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:42:54		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:42:54		initialize selection method=last_iterate.
2023-09-04 21:42:54		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:42:55		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:42:55		initialize selection method=last_iterate.
2023-09-04 21:42:55		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:42:57		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:42:57		initialize selection method=last_iterate.
2023-09-04 21:42:57		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:42:58		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:42:58		initialize selection method=last_iterate.
2023-09-04 21:42:58		adapt the model for 1 steps with lr=0.001.
2023-09-04 21:43:00		select the optimal model (1-th step and lr=0.001) for the current mini-batch.
2023-09-04 21:43:00		initialize selection method=last_iterate.
